scene;is_cutscene;setup;room;idx;params;description;pos_x;pos_y;pos_z;rot_x;rot_y;rot_z
0;False;0;0;25;0015:2C03;Collectibles, Collectible Flag: 002C, Recovery Heart,;-25;280;-81;0;0;0
0;False;0;0;26;0015:2D03;Collectibles, Collectible Flag: 002D, Recovery Heart,;87;744;-16;0;0;0
0;False;0;1;0;0192:1A00;Hint Deku Scrubs (Deku Tree), ?, probably text to display: Scrub on path to Deku Slingshot, ?, seems to be used to set up 231/312 puzzle: Normal, talks when caught,;-695;400;692;0;0;0
0;False;0;2;0;0125:FF01;Single Bush/Grass, Cut-able, regenerating grass, Spawns set of 3 bugs: False, Random Drop Table: No Table,;-1229;280;1006;0;0;0
0;False;0;2;1;0125:FF01;Single Bush/Grass, Cut-able, regenerating grass, Spawns set of 3 bugs: False, Random Drop Table: No Table,;-1280;280;1026;0;0;0
0;False;0;2;2;0125:FF01;Single Bush/Grass, Cut-able, regenerating grass, Spawns set of 3 bugs: False, Random Drop Table: No Table,;-1005;280;1216;0;50972;0
0;False;0;2;3;0125:FF01;Single Bush/Grass, Cut-able, regenerating grass, Spawns set of 3 bugs: False, Random Drop Table: No Table,;-1018;280;1263;0;50972;0
0;False;0;2;4;0173:3F04;Navi Information Spot (Targetable, Green),;-1065;590;1074;5;36;1
0;False;0;2;5;000F:1FFF;Webs, Switch Flag: 3F, Switch Flag: 3F, Web Type: Vertical Web Wall,;-1047;613;1077;3277;58800;3823
0;False;0;2;6;000A:00A1;Treasure chest, Large, Contents: Fairy Slingshot, Chest Flag: 0001, Switch Flag to spawn chest: 00,;-1391;480;1391;0;57344;0
0;False;0;2;7;000A:5905;Treasure chest, Small, Contents: Recovery Heart, Chest Flag: 0005, Switch Flag to spawn chest: 00,;-1108;656;1582;0;8192;0
0;False;0;2;8;012C:0050;Square, collapsing platform, Switch Flag: 14,;-1188;390;1190;0;57344;0
0;False;0;2;9;0051:0123;Rotating spike cylinder (Deku Tree),;-1066;560;1066;0;57344;0
0;False;0;3;0;00C7:0001;Withered Deku Baba,;-546;-820;392;0;32404;0
0;False;0;3;1;0125:FF01;Single Bush/Grass, Cut-able, regenerating grass, Spawns set of 3 bugs: False, Random Drop Table: No Table,;48;-880;130;0;0;0
0;False;0;3;2;0125:FF01;Single Bush/Grass, Cut-able, regenerating grass, Spawns set of 3 bugs: False, Random Drop Table: No Table,;48;-880;187;0;0;0
0;False;0;3;3;0055:0000;Deku Baba (Snapping), Small,;-637;-820;181;0;32768;0
0;False;0;3;4;0055:0000;Deku Baba (Snapping), Small,;-50;-880;204;0;0;0
0;False;0;3;5;0055:0000;Deku Baba (Snapping), Small,;-453;-820;-4;0;40232;0
0;False;0;3;6;005E:2400;Torch, Wooden Torch, Is Lit: True, Torches to light to solve puzzle (Timed Torch): 0000, Switch Flag: 00,;-465;-780;430;0;32768;0
0;False;0;3;7;005E:2400;Torch, Wooden Torch, Is Lit: True, Torches to light to solve puzzle (Timed Torch): 0000, Switch Flag: 00,;-425;-770;-430;0;16384;0
0;False;0;3;8;005E:2400;Torch, Wooden Torch, Is Lit: True, Torches to light to solve puzzle (Timed Torch): 0000, Switch Flag: 00,;-865;-760;-120;0;16384;0
0;False;0;3;9;005E:2400;Torch, Wooden Torch, Is Lit: True, Torches to light to solve puzzle (Timed Torch): 0000, Switch Flag: 00,;-866;-760;120;0;16384;0
0;False;0;3;10;0050:FF02;Deku Tree Puzzle elements, Input: 00FF, Three rising platforms,;-1080;600;0;0;0;0
0;False;0;3;11;000F:1080;Webs, Switch Flag: 00, Switch Flag: 02, Web Type: Vertical Web Wall,;21;-850;-277;64444;54613;0
0;False;0;3;12;0095:8102;Skullwalltula and Gold Skulltulas, Gold Skulltula, Always Spawns, Location: Deku Tree, Skulltula Flag: 2,;-281;-815;-436;0;0;0
0;False;0;3;13;005E:03C2;Torch, Golden Torch, Is Lit: False, Torches to light to solve puzzle (Timed Torch): 000F, Switch Flag: 02,;26;-845;-290;0;57344;0
0;False;0;3;14;012A:0200;Switches, Floor, Can Toggle: False, Reset when not pressed: False, Triggers all switches with same switch flag: False, Frozen in Ice: False, Switch Flag: 02,;-150;-845;-289;0;0;0
0;False;0;3;15;0095:8104;Skullwalltula and Gold Skulltulas, Gold Skulltula, Always Spawns, Location: Deku Tree, Skulltula Flag: 3,;95;-713;-43;0;54249;0
0;False;0;3;16;000A:5904;Treasure chest, Small, Contents: Recovery Heart, Chest Flag: 0004, Switch Flag to spawn chest: 00,;53;-845;-278;0;32768;0
0;False;0;3;17;000F:0FC6;Webs, Switch Flag: 06, Switch Flag: 3F, Web Type: Web-Covered Hole,;-635;-820;0;0;16384;0
0;False;0;3;18;000F:1FC9;Webs, Switch Flag: 09, Switch Flag: 3F, Web Type: Vertical Web Wall,;-82;-880;517;0;38047;0
0;False;0;3;19;017D:FF10;Push Block (Hardcoded), Ignore Switch Flag (First Destination): True, Switch Flag (First Destination): 3F, Ignore Switch Flag (Second Destination): False, Switch Flag (Second Destination): 10, Deku Tree,;-365;-905;-290;0;0;1
0;False;0;4;0;0125:FF01;Single Bush/Grass, Cut-able, regenerating grass, Spawns set of 3 bugs: False, Random Drop Table: No Table,;49;-880;752;0;0;0
0;False;0;4;1;0125:FF01;Single Bush/Grass, Cut-able, regenerating grass, Spawns set of 3 bugs: False, Random Drop Table: No Table,;79;-880;794;0;0;0
0;False;0;4;2;0125:FF01;Single Bush/Grass, Cut-able, regenerating grass, Spawns set of 3 bugs: False, Random Drop Table: No Table,;-202;-880;751;0;0;0
0;False;0;4;3;0125:FF01;Single Bush/Grass, Cut-able, regenerating grass, Spawns set of 3 bugs: False, Random Drop Table: No Table,;-228;-880;792;0;0;0
0;False;0;4;4;0192:9B00;Hint Deku Scrubs (Deku Tree), ?, probably text to display: 231/312 Hint scrub, ?, seems to be used to set up 231/312 puzzle: Normal, talks when caught,;-66;-880;962;0;42780;0
0;False;0;4;5;012A:0412;Switches, Yellow Eye, Can Toggle: True, Reset when not pressed: False, Triggers all switches with same switch flag: False, Frozen in Ice: False, Switch Flag: 04,;-314;-759;960;0;16384;0
0;False;0;5;0;0037:0000;Skulltula, Normal,;-1360;-806;1079;0;16384;0
0;False;0;5;1;0125:FF01;Single Bush/Grass, Cut-able, regenerating grass, Spawns set of 3 bugs: False, Random Drop Table: No Table,;-1361;-870;840;0;0;0
0;False;0;5;2;0125:FF01;Single Bush/Grass, Cut-able, regenerating grass, Spawns set of 3 bugs: False, Random Drop Table: No Table,;-1310;-870;840;0;0;0
0;False;0;5;3;00FF:FFC0;Movable Block, Nullable Switch Flag: FF, Color: Color 4, Unknown: False, Spawn on Switch Flag state: Load on 0, Size (per axis): 60 units,;-1365;-880;1200;0;0;0
0;False;0;5;4;0050:FF00;Deku Tree Puzzle elements, Input: 00FF, Back and forth moving Platform,;-835;-880;1050;0;16384;0
0;False;0;5;5;0051:00FF;Rotating spike cylinder (Deku Tree),;-835;-860;1050;0;16384;0
0;False;0;5;6;011B:0F08;Navi Message, Talk when in range, Switch Flag: 0F, Message ID (+0100): 0108,;-1364;-883;1188;20;0;10
0;False;0;5;7;011B:510C;Navi Message, Talk when in range, Switch Flag: 11, Message ID (+0100): 010C,;-700;-880;941;60;0;0
0;False;0;5;8;011B:510C;Navi Message, Talk when in range, Switch Flag: 11, Message ID (+0100): 010C,;-435;-880;1163;30;0;0
0;False;0;5;9;012A:3E00;Switches, Floor, Can Toggle: False, Reset when not pressed: False, Triggers all switches with same switch flag: False, Frozen in Ice: False, Switch Flag: 3E,;-835;-1020;1264;0;0;0
0;False;0;5;10;0050:3E01;Deku Tree Puzzle elements, Input: 003E, Water plane,;-835;-900;1050;0;0;0
0;False;0;6;0;00C7:0001;Withered Deku Baba,;-2038;-760;1252;0;24576;0
0;False;0;6;1;00C7:0001;Withered Deku Baba,;-1674;-760;1248;0;40960;0
0;False;0;6;2;0125:FF01;Single Bush/Grass, Cut-able, regenerating grass, Spawns set of 3 bugs: False, Random Drop Table: No Table,;-1919;-760;820;0;0;0
0;False;0;6;3;0125:FF01;Single Bush/Grass, Cut-able, regenerating grass, Spawns set of 3 bugs: False, Random Drop Table: No Table,;-1796;-760;821;0;0;0
0;False;0;6;4;0055:0000;Deku Baba (Snapping), Small,;-1843;-760;1033;0;16384;0
0;False;0;6;5;005E:2400;Torch, Wooden Torch, Is Lit: True, Torches to light to solve puzzle (Timed Torch): 0000, Switch Flag: 00,;-1855;-760;1212;0;0;0
0;False;0;6;6;005E:1083;Torch, Timed Torch, Is Lit: False, Torches to light to solve puzzle (Timed Torch): 0002, Switch Flag: 03,;-1966;-760;964;0;0;0
0;False;0;6;7;005E:1083;Torch, Timed Torch, Is Lit: False, Torches to light to solve puzzle (Timed Torch): 0002, Switch Flag: 03,;-1743;-760;965;0;0;0
0;False;0;7;0;00C7:0001;Withered Deku Baba,;-2174;-760;295;0;23120;0
0;False;0;7;1;0037:0000;Skulltula, Normal,;-1854;-642;488;0;32768;0
0;False;0;7;2;0125:FF01;Single Bush/Grass, Cut-able, regenerating grass, Spawns set of 3 bugs: False, Random Drop Table: No Table,;-2025;-760;-301;0;0;0
0;False;0;7;3;0125:FF01;Single Bush/Grass, Cut-able, regenerating grass, Spawns set of 3 bugs: False, Random Drop Table: No Table,;-1955;-760;-296;0;0;0
0;False;0;7;4;0055:0000;Deku Baba (Snapping), Small,;-2292;-760;-320;0;9102;0
0;False;0;7;5;002B:0008;Gohma Larva, Invisible until it hatches (or with Lens of Truth),;-1869;-320;14;0;0;0
0;False;0;7;6;002B:0008;Gohma Larva, Invisible until it hatches (or with Lens of Truth),;-2039;-320;15;0;0;0
0;False;0;7;7;002B:0008;Gohma Larva, Invisible until it hatches (or with Lens of Truth),;-1951;-320;140;0;0;0
0;False;0;7;8;005E:2400;Torch, Wooden Torch, Is Lit: True, Torches to light to solve puzzle (Timed Torch): 0000, Switch Flag: 00,;-2240;-760;75;0;0;0
0;False;0;7;9;000F:1FC7;Webs, Switch Flag: 07, Switch Flag: 3F, Web Type: Vertical Web Wall,;-1355;-820;3;0;49152;0
0;False;0;7;10;000F:1FC8;Webs, Switch Flag: 08, Switch Flag: 3F, Web Type: Vertical Web Wall,;-2229;-760;-262;0;8192;0
0;False;0;7;11;0059:2012;Bombable Wall, Play Discovery Sound: False, Bombable Wall, Switch Flag: 12,;-2345;-760;-381;0;8192;0
0;False;0;8;0;0037:0000;Skulltula, Normal,;-2684;-735;-712;0;8192;0
0;False;0;8;1;0095:8101;Skullwalltula and Gold Skulltulas, Gold Skulltula, Always Spawns, Location: Deku Tree, Skulltula Flag: 1,;-2577;-626;-411;0;32768;0
0;False;0;9;0;0125:FF01;Single Bush/Grass, Cut-able, regenerating grass, Spawns set of 3 bugs: False, Random Drop Table: No Table,;-269;-1880;-643;0;0;0
0;False;0;9;1;0125:FF01;Single Bush/Grass, Cut-able, regenerating grass, Spawns set of 3 bugs: False, Random Drop Table: No Table,;-273;-1880;-577;0;0;0
0;False;0;9;2;0125:FF01;Single Bush/Grass, Cut-able, regenerating grass, Spawns set of 3 bugs: False, Random Drop Table: No Table,;-273;-1880;-515;0;0;0
0;False;0;9;3;0192:0001;Hint Deku Scrubs (Deku Tree), ?, probably text to display: 0000, ?, seems to be used to set up 231/312 puzzle: First scrub to hit,;-662;-1880;-957;0;0;0
0;False;0;9;4;0192:0002;Hint Deku Scrubs (Deku Tree), ?, probably text to display: 0000, ?, seems to be used to set up 231/312 puzzle: Second scrub to hit,;-311;-1880;-904;0;0;0
0;False;0;9;5;0192:9C03;Hint Deku Scrubs (Deku Tree), ?, probably text to display: Final Deku Scrub, ?, seems to be used to set up 231/312 puzzle: Third scrub to hit, talks when caught,;-946;-1880;-767;0;0;0
0;False;0;9;6;0015:2E03;Collectibles, Collectible Flag: 002E, Recovery Heart,;-885;-1950;-185;0;0;0
0;False;0;9;7;0015:3003;Collectibles, Collectible Flag: 0030, Recovery Heart,;-820;-1960;-76;0;0;0
0;False;0;9;8;0015:3103;Collectibles, Collectible Flag: 0031, Recovery Heart,;-354;-1943;-206;0;0;0
0;False;0;10;0;00C7:0001;Withered Deku Baba,;-1472;840;-157;0;2913;0
0;False;0;10;1;0037:0000;Skulltula, Normal,;-1082;993;268;0;32768;0
0;False;0;10;2;0125:FF01;Single Bush/Grass, Cut-able, regenerating grass, Spawns set of 3 bugs: False, Random Drop Table: No Table,;-1516;840;142;0;29491;0
0;False;0;10;3;0125:FF01;Single Bush/Grass, Cut-able, regenerating grass, Spawns set of 3 bugs: False, Random Drop Table: No Table,;-1444;840;169;0;29309;0
0;False;0;10;4;0055:0000;Deku Baba (Snapping), Small,;-884;720;136;0;48970;0
0;False;0;10;5;005E:2400;Torch, Wooden Torch, Is Lit: True, Torches to light to solve puzzle (Timed Torch): 0000, Switch Flag: 00,;-635;800;-132;0;49152;0
0;False;0;10;6;0173:3F06;Navi Information Spot (Targetable, Green),;-722;860;159;2;61;0
0;False;0;10;7;000A:0802;Treasure chest, Large, Contents: Compass, Chest Flag: 0002, Switch Flag to spawn chest: 00,;-1491;840;1;0;49152;0
0;False;0;10;8;000A:5906;Treasure chest, Small, Contents: Recovery Heart, Chest Flag: 0006, Switch Flag to spawn chest: 00,;-1082;820;387;0;0;0
0;False;0;10;9;0095:8108;Skullwalltula and Gold Skulltulas, Gold Skulltula, Always Spawns, Location: Deku Tree, Skulltula Flag: 4,;-1081;866;501;0;32768;0
0;False;0;10;10;005E:107C;Torch, Timed Torch, Is Lit: False, Torches to light to solve puzzle (Timed Torch): 0001, Switch Flag: 3C,;-722;800;157;0;49152;0
0;False;0;10;11;012A:3D00;Switches, Floor, Can Toggle: False, Reset when not pressed: False, Triggers all switches with same switch flag: False, Frozen in Ice: False, Switch Flag: 3D,;-739;800;-147;0;0;0
0;False;0;10;12;0050:3D02;Deku Tree Puzzle elements, Input: 003D, Three rising platforms,;-1080;580;0;0;0;0
1;False;0;0;0;012D:FFC2;Stone Hookshot target, #N/A: ?? (Dodongo's Cavern),;-2083;444;-1858;0;0;0
1;False;0;0;1;012D:FFC2;Stone Hookshot target, #N/A: ?? (Dodongo's Cavern),;-1835;443;-1858;0;0;0
1;False;0;0;2;0125:FF01;Single Bush/Grass, Cut-able, regenerating grass, Spawns set of 3 bugs: False, Random Drop Table: No Table,;-760;531;-465;0;0;0
1;False;0;0;3;0058:00FF;Rising stone platform (Dodongo's Cavern),;-420;-180;-1180;0;0;0
1;False;0;0;4;0058:00FF;Rising stone platform (Dodongo's Cavern),;0;-180;-780;0;0;0
1;False;0;0;5;0013:0000;Keese, Fire Keese, Invisible: False,;-222;546;-322;0;49152;0
1;False;0;0;6;0013:0000;Keese, Fire Keese, Invisible: False,;541;566;-307;0;49152;0
1;False;0;0;7;008A:0401;Beamos, Sight Distance: 0004, Size: Small,;-694;0;-622;0;16384;0
1;False;0;0;8;008A:0401;Beamos, Sight Distance: 0004, Size: Small,;696;0;-618;0;48970;0
1;False;0;0;9;008A:0501;Beamos, Sight Distance: 0005, Size: Small,;-2;0;-1168;0;0;0
1;False;0;0;10;0185:033F;Dialog Spot, Checkable, Sets Switch, Message ID: 020C, Switch Flag: 3F,;578;568;-929;0;16384;0
1;False;0;0;11;0195:0004;Grounded Sales Scrub, Item Sold: Deku Shield,;-966;0;-318;0;16384;0
1;False;0;0;12;004C:FFFF;Bombflower Bomb, Type: FFFF,;-696;0;-1222;0;16202;0
1;False;0;0;13;004C:FFFF;Bombflower Bomb, Type: FFFF,;-293;20;307;0;0;0
1;False;0;0;14;004C:FFFF;Bombflower Bomb, Type: FFFF,;290;20;307;0;0;0
1;False;0;0;15;004C:FFFF;Bombflower Bomb, Type: FFFF,;760;0;-923;0;49152;0
1;False;0;0;16;0059:A000;Bombable Wall, Play Discovery Sound: True, Bombable Wall, Switch Flag: 00,;820;0;-1520;0;49152;0
1;False;0;0;17;0059:0007;Bombable Wall, Play Discovery Sound: False, Bombable Wall, Cutscene, Switch Flag: 07,;0;0;20;0;0;0
1;False;0;0;18;011B:0816;Navi Message, Talk when in range, Switch Flag: 08, Message ID (+0100): 0116,;569;531;-1151;40;75;0
1;False;0;0;19;000A:0828;Treasure chest, Large, Contents: Map, Chest Flag: 0008, Switch Flag to spawn chest: 00,;-961;0;-908;0;49152;0
1;False;0;0;20;0058:000A;Rising stone platform (Dodongo's Cavern),;420;-180;-1180;0;0;0
1;False;0;0;21;012A:0A00;Switches, Floor, Can Toggle: False, Reset when not pressed: False, Triggers all switches with same switch flag: False, Frozen in Ice: False, Switch Flag: 0A,;955;531;-922;0;0;0
1;False;0;0;22;000A:552A;Treasure chest, Small, Contents: Deku Shield or blue (5) rupee, Chest Flag: 000A, Switch Flag to spawn chest: 00,;-843;531;-1540;0;48970;0
1;False;0;0;23;011B:0B15;Navi Message, Talk when in range, Switch Flag: 0B, Message ID (+0100): 0115,;16;-153;-1019;150;0;50
1;False;0;0;24;0059:A00C;Bombable Wall, Play Discovery Sound: True, Bombable Wall, Switch Flag: 0C,;-708;531;-1540;0;16384;0
1;False;0;0;25;01B9:1114;Gossip stone, Collectible Flag (Fairy): 0011, Message ID (+0400): 0414,;965;0;-1520;0;49152;0
1;False;0;0;26;012A:1900;Switches, Floor, Can Toggle: False, Reset when not pressed: False, Triggers all switches with same switch flag: False, Frozen in Ice: False, Switch Flag: 19,;955;80;-919;0;0;0
1;False;0;0;27;003F:001A;Dodongo's Cavern Mega Dodongo, Switch Flag: 1A,;0;196;-1750;0;0;0
1;False;0;0;28;0059:A01D;Bombable Wall, Play Discovery Sound: True, Bombable Wall, Switch Flag: 1D,;-820;0;-920;0;16384;0
1;False;0;0;29;0059:A01F;Bombable Wall, Play Discovery Sound: True, Bombable Wall, Switch Flag: 1F,;820;0;-320;0;49152;0
1;False;0;1;0;0013:0003;Keese, Roosting Keese, Invisible: False,;3483;155;-966;16384;16384;0
1;False;0;1;1;0013:0003;Keese, Roosting Keese, Invisible: False,;3639;154;-906;16384;49152;0
1;False;0;1;2;002F:0000;Baby Dodongo, Default: 0000,;1841;0;-333;0;49152;0
1;False;0;1;3;002F:0000;Baby Dodongo, Default: 0000,;1911;0;-273;0;49152;0
1;False;0;1;4;002F:0000;Baby Dodongo, Default: 0000,;1972;0;-222;0;49152;0
1;False;0;1;5;002F:0000;Baby Dodongo, Default: 0000,;2498;0;-265;0;32768;0
1;False;0;1;6;002F:0000;Baby Dodongo, Default: 0000,;2757;0;-464;0;57344;0
1;False;0;1;7;002F:0000;Baby Dodongo, Default: 0000,;2817;0;-404;0;57344;0
1;False;0;1;8;0054:0000;Armos statue, Pushable,;3451;59;-377;0;0;0
1;False;0;1;9;0054:0000;Armos statue, Pushable,;3665;40;-377;0;0;0
1;False;0;1;10;0059:A001;Bombable Wall, Play Discovery Sound: True, Bombable Wall, Switch Flag: 01,;2560;0;-107;0;32768;0
1;False;0;1;11;0095:8202;Skullwalltula and Gold Skulltulas, Gold Skulltula, Always Spawns, Location: Dodongo's Cavern, Skulltula Flag: 2,;2132;220;-717;0;0;0
1;False;0;1;12;0111:4400;Breakable pot, Collectible Flag: 0022, Collectible: 0000,;1708;0;-471;0;0;0
1;False;0;1;13;0111:4601;Breakable pot, Collectible Flag: 0023, Collectible: 0001,;1746;0;-424;0;0;0
1;False;0;1;14;01C9:0164;Pierre the Scarecrow Spawn,;2138;160;-566;0;0;5
1;False;0;1;15;0111:4C00;Breakable pot, Collectible Flag: 0026, Collectible: 0000,;2573;0;-489;0;0;0
1;False;0;1;16;0111:4E01;Breakable pot, Collectible Flag: 0027, Collectible: 0001,;2622;0;-489;0;0;0
1;False;0;1;17;0111:5000;Breakable pot, Collectible Flag: 0028, Collectible: 0000,;3507;100;-964;0;0;0
1;False;0;1;18;0111:5203;Breakable pot, Collectible Flag: 0029, Collectible: 0003,;3617;100;-911;0;0;0
1;False;0;1;19;012A:3620;Switches, Floor, Can Toggle: False, Reset when not pressed: True, Triggers all switches with same switch flag: False, Frozen in Ice: False, Switch Flag: 36,;3564;40;-331;0;0;0
1;False;0;2;0;0095:0000;Skullwalltula and Gold Skulltulas, Skullwalltula, Location: None, Skulltula Flag: 0000,;-1920;604;-1252;0;0;0
1;False;0;2;1;011B:BF14;Navi Message, C-Up Prompt, Switch Flag: 3F, Message ID (+0100): 0114,;-1960;20;-1303;30;36;0
1;False;0;2;2;004C:FFFF;Bombflower Bomb, Type: FFFF,;-2070;20;-1665;0;0;0
1;False;0;2;3;004C:FFFF;Bombflower Bomb, Type: FFFF,;-2070;20;-1605;0;0;0
1;False;0;2;4;004C:FFFF;Bombflower Bomb, Type: FFFF,;-2070;20;-1545;0;0;0
1;False;0;2;5;004C:FFFF;Bombflower Bomb, Type: FFFF,;-2070;20;-1485;0;0;0
1;False;0;2;6;004C:FFFF;Bombflower Bomb, Type: FFFF,;-2070;20;-1425;0;0;0
1;False;0;2;7;004C:FFFF;Bombflower Bomb, Type: FFFF,;-2070;20;-1365;0;0;0
1;False;0;2;8;004C:FFFF;Bombflower Bomb, Type: FFFF,;-2070;20;-1305;0;0;0
1;False;0;2;9;004C:FFFF;Bombflower Bomb, Type: FFFF,;-2015;20;-1305;0;0;0
1;False;0;2;10;004C:FFFF;Bombflower Bomb, Type: FFFF,;-1903;20;-1305;0;0;0
1;False;0;2;11;004C:FFFF;Bombflower Bomb, Type: FFFF,;-1844;20;-1665;0;0;0
1;False;0;2;12;004C:FFFF;Bombflower Bomb, Type: FFFF,;-1844;20;-1605;0;0;0
1;False;0;2;13;004C:FFFF;Bombflower Bomb, Type: FFFF,;-1844;20;-1545;0;0;0
1;False;0;2;14;004C:FFFF;Bombflower Bomb, Type: FFFF,;-1844;20;-1485;0;0;0
1;False;0;2;15;004C:FFFF;Bombflower Bomb, Type: FFFF,;-1844;20;-1425;0;0;0
1;False;0;2;16;004C:FFFF;Bombflower Bomb, Type: FFFF,;-1844;20;-1365;0;0;0
1;False;0;2;17;004C:FFFF;Bombflower Bomb, Type: FFFF,;-1844;20;-1305;0;0;0
1;False;0;2;18;004C:FFFF;Bombflower Bomb, Type: FFFF,;-1797;0;-1105;0;0;0
1;False;0;2;19;0095:8201;Skullwalltula and Gold Skulltulas, Gold Skulltula, Always Spawns, Location: Dodongo's Cavern, Skulltula Flag: 1,;-2000;683;-1256;0;0;0
1;False;0;2;20;0059:A002;Bombable Wall, Play Discovery Sound: True, Bombable Wall, Switch Flag: 02,;-1960;0;-1040;0;32768;0
1;False;0;2;21;0095:8204;Skullwalltula and Gold Skulltulas, Gold Skulltula, Always Spawns, Location: Dodongo's Cavern, Skulltula Flag: 3,;-1965;635;-2059;0;0;0
1;False;0;2;22;005C:0023;Stone stairs, Switch Flag: 23,;-1960;480;-1900;0;49152;0
1;False;0;2;23;0111:6603;Breakable pot, Collectible Flag: 0033, Collectible: 0003,;-2414;380;-1823;0;0;0
1;False;0;2;24;0111:6802;Breakable pot, Collectible Flag: 0034, Collectible: 0002,;-2368;380;-1827;0;0;0
1;False;0;2;25;0111:6A02;Breakable pot, Collectible Flag: 0035, Collectible: 0002,;-1574;380;-1831;0;0;0
1;False;0;2;26;0111:6C03;Breakable pot, Collectible Flag: 0036, Collectible: 0003,;-1528;380;-1827;0;0;0
1;False;0;3;0;003B:0006;Ambient Sound Effects, Sound: Fire Templeâ€™s Lower Ambient Noise,;3851;40;-1526;0;0;0
1;False;0;3;1;0025:0500;Lizalfos and Dinolfos, Lizalfos mini-boss, drops from ceiling, Nullable Switch Flag: 05,;3969;100;-2161;0;0;0
1;False;0;3;2;0025:0501;Lizalfos and Dinolfos, Lizalfos mini-boss, no mini-boss music, Nullable Switch Flag: 05,;2829;100;-1961;0;0;0
1;False;0;3;3;0025:0600;Lizalfos and Dinolfos, Lizalfos mini-boss, drops from ceiling, Nullable Switch Flag: 06,;4261;531;-1055;0;0;0
1;False;0;3;4;0025:0601;Lizalfos and Dinolfos, Lizalfos mini-boss, no mini-boss music, Nullable Switch Flag: 06,;4442;531;-1386;0;0;0
1;False;0;3;5;0015:1803;Collectibles, Collectible Flag: 0018, Recovery Heart,;4266;100;-1575;0;44237;0
1;False;0;3;6;0015:2403;Collectibles, Collectible Flag: 0024, Recovery Heart,;3580;531;-2004;0;0;0
1;False;0;3;7;0015:2503;Collectibles, Collectible Flag: 0025, Recovery Heart,;3553;531;-1962;0;0;0
